county,state,county_code,deaths,population,crude_rate,year,death_rate_lag1
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,NA
